compute,rank,lumpiness,entropy,ACF1,lshift,vchange,cpoints,fspots,trend,linearity,curvature,spikiness,KLscore,change.idx
10.101.1.1,85,0.869808306849878,0.552200764293364,0.983621519414714,5.55111512312578e-17,0.0,2,1681,0.277836964624659,-12.4672526299482,11.6074854980473,2.01804061587729e-06,276.897987385688,159
10.101.1.10,123,0.920859959086571,0.530131470121237,0.989932755803132,8.32667268468867e-17,0.0,2,1687,0.307971156640585,13.5208672629448,13.1287317180004,1.67203744622094e-06,305.994724584508,1764
10.101.1.11,69,0.197521792584042,0.53562594148925,0.98366539597288,0.0,0.0,4,1382,0.253072946637355,-1.31991360529208,10.5692174159009,1.20022944219412e-06,205.037976308861,291
10.101.1.12,67,3.76002823801175,0.64545056451942,0.966145707707133,5.55111512312578e-17,0.0,2,1587,0.155688989734202,-7.45425714919181,4.22965977168498,8.02793530567513e-06,432.849291576034,253
10.101.1.13,55,1.69762337574449,0.577429426926135,0.979428463308402,8.32667268468867e-17,0.0,2,1375,0.2530131437643,6.83355802629899,-1.44342762837653,2.88236967435846e-06,411.221989280995,1430
10.101.1.20,4,0.116571036746264,0.449525544474979,0.985058869386846,2.4929562063018,1.65741716365976,6,778,0.568632196894963,-5.19907665370724,-5.7697405387222,1.46112869874229e-07,99.9001079348448,599
10.101.1.26,108,1.0558347950722,0.570472863291525,0.979634673661369,2.77555756156289e-17,0.0,2,1665,0.266958149886985,11.3766201249248,9.89048289214934,2.49248457986133e-06,383.74778105967,1724
10.101.1.27,127,1.25989584002533,0.550373501758714,0.986169656827378,8.32667268468867e-17,0.0,2,1549,0.286468666217505,10.3951078640946,5.15160518276751,1.95586946663995e-06,257.39748297412,1616
10.101.1.29,25,0.251640406808633,0.544616571349589,0.97681803953096,0.0,0.0,6,1382,0.252263104960362,-0.515042056950514,11.0868466724402,1.0678884228614e-06,159.144213936636,291
10.101.1.3,155,2.29208627432001,0.584855993658425,0.979476856832199,0.0,0.0,2,1211,0.238237655144876,4.30943124619141,-5.21084131393206,3.36208464730345e-06,360.089051494506,1262
10.101.1.31,65,3.65202963744331,0.642614519926641,0.969364872760641,8.32667268468867e-17,0.0,2,1587,0.155825979964943,-7.45664082979922,4.23376289942598,8.00266158882909e-06,419.601419149816,253
10.101.1.34,111,0.789057185201058,0.545475355850049,0.976751147926547,8.32667268468867e-17,0.0,4,1363,0.372341974113418,8.56460717502966,-1.19814407248935,1.02361770632594e-06,291.295652503562,1458
10.101.1.35,1,0.312800574156808,0.509156356970116,0.984342307456196,3.1004481769941,2.85676094522382,6,842,0.365762127174174,-3.64940825464426,-3.05661326043462,5.07260976794858e-07,79.5066379105064,663
10.101.1.36,94,0.134748988644347,0.461728111432448,0.993918223207234,5.55111512312578e-17,0.0,2,1385,0.572942922100729,11.732217666603,-0.0210959172748531,2.45599753048687e-07,136.024048609542,1514
10.101.1.37,87,0.787922644152293,0.564344979573465,0.985022503540582,8.32667268468867e-17,0.0,2,1687,0.243093330757548,-11.6964209215556,10.9685918115901,2.80396754786077e-06,353.780170415563,153
10.101.1.43,54,20.6965733072017,0.755761100601321,0.934601623943109,2.77555756156289e-17,0.0,2,1029,0.0598104874599994,0.78579245183627,-3.85144345984863,3.24450094808929e-05,163.743722506487,1042
10.101.1.44,125,0.941323977745593,0.530498316623541,0.987633070561832,5.55111512312578e-17,0.0,2,1499,0.29359027075069,10.4130616145096,3.49003526399967,1.59475675142658e-06,256.88206000508,1576
10.101.1.45,90,0.147775275071952,0.463038891705962,0.993555612583421,1.11022302462516e-16,0.0,2,1385,0.572669522672203,11.7255305479302,-0.0339599035108426,2.46755477197107e-07,129.189731838295,1514
10.101.1.46,42,40.5043105928329,0.924484778317635,0.667623030072499,0.0,0.0,2,1031,0.013160488250475,0.367026786462685,-1.85067067547323,0.0001725259947489,40.8193069676656,1034
10.101.1.51,153,0.113514055976889,0.490151921797051,0.988385582973922,0.0,0.0,4,750,0.407432425212206,1.66954317325746,-6.46293329949753,3.46511996581689e-07,125.424667134589,1340
10.101.1.52,157,0.284456904360045,0.553391390146013,0.984286536017448,8.32667268468867e-17,0.0,2,1051,0.280841552747768,-2.55260720912482,-8.37543536446145,2.01551470241407e-06,300.796713839003,789
10.101.1.53,113,2.42665411760623,0.633449085821235,0.974279209427629,5.55111512312578e-17,0.0,2,1671,0.164374127091912,8.63689237645854,7.33464488547407,7.20442802150714e-06,382.623933002857,1706
10.101.1.60,163,0.283408987570693,0.553360599532762,0.984052811590785,0.0,0.0,2,1051,0.2808435567054,-2.55353098700016,-8.37531153262905,2.01423808762204e-06,281.531882997278,789
10.101.10.32,156,1.23332241854242,0.569918876240229,0.982310858094338,5.55111512312578e-17,0.0,2,1029,0.260226076784256,-2.00898470881946,-8.06938684037447,2.58717332683887e-06,308.216679512022,811
10.101.10.35,169,0.445814904237155,0.525533265326772,0.986806202411988,8.32667268468867e-17,0.0,2,975,0.374311721279375,-1.67283228608966,-9.99184913816238,9.65571384878271e-07,195.280421448503,865
10.101.10.42,73,0.638924018694336,0.525752865589672,0.987453462575952,8.32667268468867e-17,0.0,2,1659,0.354280620073525,-13.5042019027646,11.9516342865478,1.10187072183995e-06,255.791456825336,181
10.101.10.43,80,0.169718566218329,0.469692604634912,0.990930706420423,1.11022302462516e-16,0.0,2,1505,0.487985062724869,14.1116925807601,6.29867000350079,3.77830935598382e-07,138.949387861938,1630
10.101.2.10,95,0.225980523936059,0.531925384301779,0.98399830925417,0.0,0.0,4,1220,0.262898728228843,-5.05058738280883,8.11518981033183,1.06067161700335e-06,177.544509780147,1438
10.101.2.11,165,0.328636874719341,0.584541545585298,0.984339081102642,8.32667268468867e-17,0.0,2,1225,0.23511724964158,4.49653381697811,-4.94452819217069,3.42840077681284e-06,315.869266029889,1276
10.101.2.15,78,0.460540740701757,0.528647186033891,0.984293248082372,1.11022302462516e-16,0.0,4,1343,0.435916779553955,9.42124963378873,-1.27120466651166,6.17532076756735e-07,170.036099183082,1468
10.101.2.16,96,0.852039432010501,0.566262850545666,0.983608257146317,8.32667268468867e-17,0.0,2,1687,0.243446612436033,-11.7020747562271,10.9694680145908,2.77734546921037e-06,338.504210731891,153
10.101.2.18,22,0.0128660595098694,0.41507851472431,0.993436961364084,3.18537763637816,5.07331534316905,2,882,0.711929300142632,-1.53472463232103,-15.8406948962157,1.16857911456065e-07,102.572279107168,958
10.101.2.2,14,2.15090079204873,0.667686177348913,0.964767435057972,0.0,0.0,2,1795,0.306140606121437,8.75331570969572,10.4915311525619,4.83637811126939e-06,0.027249547069634,1774
10.101.2.21,145,0.366447097045014,0.468567341611393,0.991144182721031,1.11022302462516e-16,0.0,2,1011,0.52097873090673,-3.36722225968634,-11.8658761113539,3.04809896896394e-07,183.616638502527,829
10.101.2.23,147,0.430825203498802,0.52071557896368,0.990284813236346,5.55111512312578e-17,0.0,2,1241,0.35474944861451,-6.34430829122708,-5.52443679957742,1.0714572921043e-06,246.244539833925,599
10.101.2.26,101,0.20125560583614,0.556536847362144,0.982920332896834,8.32667268468867e-17,0.0,2,1673,0.28577333488509,-12.2799293110176,11.0843216463524,2.03911061345615e-06,350.144835554501,167
10.101.2.27,115,1.4353904495659,0.572497476791402,0.97948102624556,5.55111512312578e-17,0.0,2,1671,0.26669300988805,11.6539073024365,10.3630425801233,2.4430727904471e-06,367.271525654572,1732
10.101.2.28,93,0.293154034566673,0.506014088711626,0.991590248321322,1.11022302462516e-16,0.0,2,1677,0.375323806756036,14.938327598774,14.3198415903893,8.68035000972936e-07,154.827106602127,1770
10.101.2.31,17,0.112180930113789,0.41977913965217,0.993932008174562,1.66533453693773e-16,0.0,2,1439,0.634688981896824,-16.2494016409297,5.1031966857595,1.45437457902967e-07,95.3995589638606,401
10.101.2.32,35,0.0213916000507875,0.432780164485989,0.99419169893409,0.0,0.0,1,1677,0.859234576795582,21.106286446126,22.4606058488012,6.74307758462198e-08,60.2216845145599,1677
10.101.2.33,136,0.178769054843842,0.459144782078738,0.991723526618542,0.0,0.0,2,1003,0.55141418610137,-3.41323398416794,-12.2951969127861,2.58127935284145e-07,158.044102935328,837
10.101.2.36,116,0.155591082890007,0.468535461041991,0.991112791807658,5.55111512312578e-17,0.0,2,1505,0.488399681830491,14.1130946896108,6.3122533330365,3.77379170023838e-07,183.765849305178,1630
10.101.2.37,131,6.08182391227909,0.669160849170679,0.963373900580873,6.938893903907231e-17,0.0,2,1503,0.10644280727114,5.87687220941657,1.50386168608798,1.23507989820601e-05,309.60965002282,1530
10.101.2.4,192,0.928573421325151,0.580257350911046,0.968243206973374,8.32667268468867e-17,0.0,4,1211,0.298666634889905,5.1910282006212,-5.75077929965267,1.83747855762706e-06,297.125688135783,1276
10.101.2.41,92,0.873517347221915,0.533649350077712,0.98619003659005,5.55111512312578e-17,0.0,2,1381,0.361081488859338,8.41957365166351,-1.128130753751,1.13928639809514e-06,301.419464886785,1458
10.101.2.44,60,0.825929540438686,0.581856326664186,0.980071390872422,0.0,0.0,2,1385,0.248760285464142,6.83285310687955,-1.16392368209821,3.04242526561085e-06,388.871008200118,1438
10.101.2.45,16,0.107823803843708,0.456200735816577,0.990512364135444,2.68299424808376,2.39948604508351,4,703,0.605225258287121,0.792863236844845,-15.2233007746519,1.26651276615952e-07,88.4838032908459,1310
10.101.2.50,41,36.0122496794167,0.899233675482745,0.637057980009695,1.38777878078145e-17,0.0,4,1043,0.0051289552745047,1.40981127646056,-1.35268158756638,0.000106842876391,32.9569921475282,1366
10.101.2.52,130,1.22285120666409,0.569477846532676,0.982732217660529,5.55111512312578e-17,0.0,2,1029,0.26023245614756,-2.00895296064012,-8.06925966877889,2.58754036651251e-06,340.690435469754,811
10.101.2.54,138,0.682863671100522,0.601628546612899,0.970749849245883,1.11022302462516e-16,0.0,4,1673,0.241879467977142,11.4244622440276,10.3252794241843,2.90199167273519e-06,331.707705312569,1728
10.101.2.58,105,0.857257788422743,0.551581783646296,0.98435455346295,5.55111512312578e-17,0.0,2,1681,0.277799025357803,-12.4655770426129,11.605592275492,2.02235000988921e-06,326.730363442358,159
10.101.2.59,193,0.0933592458656389,0.479282661776321,0.9893631086702,1.66533453693773e-16,0.0,2,1223,0.486082037318191,7.61405688286464,-6.60405030431355,3.88953819902362e-07,196.042851414829,1340
10.101.2.7,68,0.455713379003973,0.507696801822136,0.985546058130841,1.66533453693773e-16,0.0,4,1324,0.304866923302938,-3.81894041834582,11.3746372219791,6.86151236082604e-07,154.238855396086,1572
10.101.3.12,191,0.042363821714765,0.465997638823892,0.993469027385483,1.11022302462516e-16,0.0,2,1223,0.511706212589592,7.95747979175967,-6.7237898081354,3.1868852168165e-07,134.414876253233,1348
10.101.3.14,143,0.251161508553287,0.489040188125035,0.99057580883645,1.11022302462516e-16,0.0,2,975,0.47384944066265,-2.15430628530164,-11.3215362576867,4.43718140165891e-07,212.645430038512,865
10.101.3.20,121,1.20416612740326,0.551168586427183,0.984784870972021,5.55111512312578e-17,0.0,2,1505,0.256167734222749,9.70555033089772,3.28355639335145,2.25392018636812e-06,272.852809105457,1572
10.101.3.22,2,0.179598148637986,0.480854319514245,0.988142516785227,3.02435589868668,4.57336430096045,4,1503,0.641192704452239,-19.6204497274231,12.6395282915941,3.85069686127466e-07,114.330087602421,337
10.101.3.23,177,0.380410392602358,0.551304691819289,0.988373269310507,1.11022302462516e-16,0.0,2,1267,0.269931047746711,-5.85794231876299,-4.45229272991511,2.18536220490561e-06,328.447065787975,573
10.101.3.25,47,0.417193714968333,0.496538116404516,0.978449084306131,1.11022302462516e-16,0.0,6,1031,0.48675114020364,17.4587320315255,16.8102899754421,5.33663634937456e-07,88.1601816021143,1669
10.101.3.26,188,2.93983636868327,0.603885192007286,0.977331988390156,0.0,0.0,2,1255,0.197651423010317,-4.56960316934896,-4.13188319035961,4.67732683586938e-06,378.581023541851,585
10.101.3.28,36,0.369300777287074,0.525009796698605,0.98338330901301,1.11022302462516e-16,0.0,4,1235,0.375417950818056,-9.12498521704052,-4.73654257670167,6.57927861375529e-07,180.814129931192,605
10.101.3.29,183,2.9168352096137,0.604113999514634,0.976272084800571,0.0,0.0,2,1255,0.197632403253302,-4.56820555405086,-4.13253018622784,4.68518853321894e-06,429.845596828834,585
10.101.3.31,64,0.033717647863195,0.499045537221606,0.988912458527999,1.11022302462516e-16,0.0,2,1335,0.424749729065138,-8.9326294154409,-2.63178221125543,6.2474159904671e-07,226.861314342959,505
10.101.3.37,164,0.668402480170582,0.632945297451514,0.955474153871283,5.55111512312578e-17,0.0,6,1225,0.249855603520734,4.9936044166293,-5.06686677534609,2.76706817983044e-06,334.323102224884,1276
10.101.3.43,139,0.41206118794544,0.518271275614676,0.991214441445565,8.32667268468867e-17,0.0,2,1677,0.338278212732627,13.9980455313911,13.2197180955012,1.18362555754764e-06,231.242120379466,1760
10.101.3.44,9,0.0794579400671993,0.447981348291915,0.991153239465221,2.8884137852827,2.19281942738939,4,1439,0.647723239515637,-21.2176828180484,10.9684584667358,2.73819520376778e-07,91.7303131257065,401
10.101.3.45,150,0.363277910616997,0.46796527775945,0.991264982224494,2.2204460492503099e-16,0.0,2,1011,0.521329802922675,-3.36730363263316,-11.8688100415098,3.01946255882852e-07,168.085035094072,829
10.101.3.46,13,64.6175287854059,0.924665576691997,0.665997878944611,6.93889390390723e-18,0.0,2,1693,0.0065588577701365,-2.52664772531234,1.68680771413997,0.000176519609741,40.996227602641,147
10.101.3.47,48,64.7139148604908,0.925799817280968,0.664289921184176,6.93889390390723e-18,0.0,2,1363,0.0113623716074402,1.44607460263264,-0.578184713834878,0.0001774227421293,36.0629491946287,1366
10.101.3.50,126,0.954069214779019,0.531235096356784,0.987266480521059,8.32667268468867e-17,0.0,2,1499,0.293713293628799,10.416004735116,3.49108326982611,1.58746703900226e-06,253.80602472357,1576
10.101.3.51,106,0.18227405486419,0.541621743157867,0.986846063572168,1.3877787807814499e-16,0.0,2,1675,0.298200377687931,-12.7761786827103,11.7327500018429,1.71049497880939e-06,301.692883725726,165
10.101.3.52,167,0.706842959499542,0.575925339472806,0.982410720553952,0.0,0.0,2,1377,0.254391242846836,-6.8646989653825,-1.38921194817433,2.83684237609039e-06,363.076963808838,463
10.101.3.6,8,0.15543158226502,0.456129977884749,0.992909495203835,2.78182913977658,2.02676921409551,4,1098,0.454209782855085,1.48112744051155,5.41713009154746,2.18957080196936e-07,74.1275106064645,567
10.101.3.9,50,64.6349204858615,0.924211035826008,0.670491585276751,6.93889390390723e-18,0.0,2,1329,0.0107675520277197,1.33863700430402,-0.778697851606172,0.0001747955495177,40.2448787611954,1332
10.101.4.11,28,0.0675541314932164,0.491952328296758,0.988321601505859,1.66533453693773e-16,0.0,4,1503,0.575046404700996,-18.6777294416548,11.6269588963768,4.00887908109598e-07,91.1069404477851,337
10.101.4.12,172,0.662503529619631,0.522991113123312,0.989924125040666,1.11022302462516e-16,0.0,2,1055,0.338643044156966,-3.06820136717482,-9.21730317332413,1.17263298710721e-06,221.717004977117,785
10.101.4.15,137,0.166908585073717,0.460427777190019,0.991541858238835,1.66533453693773e-16,0.0,2,1003,0.552325573609604,-3.3883687615326,-12.3150243880864,2.54319859133945e-07,145.727419143729,837
10.101.4.17,10,0.135019107959421,0.459500045964199,0.990435428837948,2.84764481151456,2.44777236085951,4,1439,0.614914401846377,-20.546698116853,10.4433370083262,2.80907189126874e-07,93.8913551935633,401
10.101.4.20,19,0.0124874561325831,0.414191391082246,0.993864561681703,3.23505833212516,2.99017211778641,2,882,0.712857190100724,-1.53925562177045,-15.8438733426622,1.1578997095344e-07,92.2610187966067,958
10.101.4.24,6,64.6150354076203,0.924407342721423,0.66772556926501,6.93889390390723e-18,0.0,2,1769,0.0153039248289644,-2.77479577591669,2.92076198598498,0.000170787510658,37.3854081084271,71
10.101.4.25,135,0.90240611705265,0.531055775866571,0.989086913734574,5.55111512312578e-17,0.0,2,1687,0.312115319559739,13.5838574552195,13.1077033654008,1.46447322216154e-06,258.710706977302,1764
10.101.4.27,119,0.291404119223067,0.473665129920637,0.988675899717745,1.66533453693773e-16,0.0,4,842,0.444342086286908,-0.774150911636066,-5.29832189353244,3.76989281671642e-07,113.50503065587,1562
10.101.4.3,39,64.6242212768666,0.924349652446421,0.668800387220418,6.93889390390723e-18,0.0,2,1061,0.0124684138343872,0.464858479726573,-1.79906787580007,0.0001731529490893,40.6663820454337,1064
10.101.4.30,98,2.43538944095355,0.579570114022525,0.976294474658908,5.55111512312578e-17,0.0,2,1385,0.301191808875689,7.63514653558866,-1.06930721622166,2.18268575964569e-06,301.193198840079,1450
10.101.4.31,75,0.40848178680951,0.507032498030823,0.986843566380374,5.55111512312578e-17,0.0,4,761,0.383325822341044,1.443974352082,-12.0306853950247,4.33421755292535e-07,149.66879164795,853
10.101.4.32,3,38.7840960429972,0.870664511615425,0.820916116815361,6.93889390390723e-18,0.0,2,1343,0.0188110655122733,1.76948566182725,-0.883009705327165,0.000108974447661,47.8719885570012,1347
10.101.4.35,5,0.133038767564451,0.449600740574288,0.993048901839747,2.20031931351799,2.06593143660456,4,1098,0.506199847201839,-2.5270189806792,2.29045412549531,1.66865030365768e-07,104.340366288572,567
10.101.4.36,37,64.6260051304474,0.925850262143258,0.657137960024525,6.93889390390723e-18,0.0,2,1059,0.0125335868134464,0.458301348906979,-1.80283048844562,0.0001731844949304,40.4032427456991,1062
10.101.4.37,66,0.324482685526306,0.544044091021477,0.985206281759517,1.3877787807814499e-16,0.0,2,1549,0.305698605891268,-10.7442653799519,5.39860029287168,1.66572378530918e-06,267.203045881147,291
10.101.4.38,15,2.10052292607726,0.666856169124196,0.965509738607731,5.55111512312578e-17,0.0,2,1795,0.306038804948709,8.75183104568801,10.4897620285916,4.85227937503991e-06,0.0273604306657932,1774
10.101.4.39,158,0.36345600582911,0.544535240479505,0.981536230998409,1.66533453693773e-16,0.0,4,614,0.193405863330282,-0.509284814772397,-7.23785394581892,1.77800496816811e-06,214.731982196648,1270
10.101.4.4,57,0.289563429271021,0.47384331426837,0.989026683224053,0.0,0.0,4,842,0.440025566355886,-0.607462152226239,-5.19715484851271,3.93405783835292e-07,101.580171407728,663
10.101.4.42,100,0.530671975733809,0.501264794120554,0.992495496149968,8.32667268468867e-17,0.0,2,1665,0.390261127237944,14.8832141622048,13.7634718175424,7.84515368346593e-07,148.266285256057,1760
10.101.4.47,21,0.0295965360640109,0.415226425127194,0.994011350665596,3.24337009987807,5.12222160897721,2,882,0.707077994300626,-1.49905696351715,-15.7600654079232,1.18811606595486e-07,88.0827670577299,958
10.101.4.48,89,0.354983498005545,0.516939088210828,0.983796707132311,5.55111512312578e-17,0.0,4,1218,0.284837539351276,-3.89143403661477,7.59761368739009,8.69366857716385e-07,164.60436568031,1450
10.101.4.5,43,65.819888900492,0.94439874756013,0.564819780664452,0.0,0.0,2,1265,0.0116558266281569,1.09202041051117,-1.07531213842466,0.0002253689611933,29.4267502145667,1268
