step,Alabama,Alaska,Arizona,Arkansas,California,Colorado,Connecticut,Delaware,District of Columbia,Florida,Georgia,Hawaii,Idaho,Illinois,Indiana,Iowa,Kansas,Kentucky,Louisiana,Maine,Maryland,Massachusetts,Michigan,Minnesota,Mississippi,Missouri,Montana,Nebraska,Nevada,New Hampshire,New Jersey,New Mexico,New York,North Carolina,North Dakota,Ohio,Oklahoma,Oregon,Pennsylvania,Rhode Island,South Carolina,South Dakota,Tennessee,Texas,Utah,Vermont,Virginia,Washington,West Virginia,Wisconsin,Wyoming,Puerto Rico,Virgin Islands
194,7568.9,1268.3,10382.0,4705.3,63024.4,9956.7,6505.5,1718.3,2787.0,32267.8,16663.4,2424.2,2653.3,23140.0,11858.3,6062.0,5373.8,7305.1,7647.9,2372.5,10292.1,13760.1,16561.5,11125.8,4347.0,10917.1,1788.2,3901.1,5012.7,2563.1,15575.3,3137.6,36124.7,16571.2,1677.5,21101.8,6290.8,7010.1,22774.3,1902.2,7823.1,1652.2,11374.5,46169.2,5467.5,1198.7,14894.3,12353.4,2734.9,11230.6,1092.6,3351.3,123.9
195,7590.3,1268.4,10417.6,4708.2,63414.1,9980.4,6481.5,1714.7,2794.3,32394.1,16738.8,2425.8,2654.2,23161.5,11851.0,6053.1,5377.8,7309.9,7645.5,2377.1,10315.3,13771.0,16650.4,11162.4,4342.7,10945.0,1787.4,3897.2,5032.9,2570.0,15575.6,3135.4,36163.7,16617.1,1676.4,21126.7,6281.8,7021.8,22781.5,1898.4,7847.5,1653.9,11391.8,46272.0,5479.8,1198.2,14891.0,12393.3,2727.7,11249.7,1086.4,3349.6,124.1
196,7590.6,1261.7,10439.2,4711.9,63504.8,9969.9,6486.5,1714.8,2792.6,32463.9,16777.8,2431.8,2656.3,23135.9,11853.0,6037.0,5370.1,7319.6,7642.7,2375.2,10303.9,13780.7,16625.4,11157.5,4336.2,10932.2,1788.0,3899.3,5039.5,2568.6,15572.4,3138.1,36099.4,16628.3,1673.4,21115.5,6267.0,7033.3,22763.5,1894.8,7859.8,1654.3,11395.3,46297.2,5493.2,1204.2,14887.2,12424.9,2740.0,11235.9,1080.6,3347.5,123.8
197,7586.2,1253.3,10431.3,4715.7,63432.3,10001.2,6475.9,1717.9,2790.1,32484.2,16802.9,2430.6,2663.1,23136.1,11842.9,6024.9,5363.9,7305.7,7634.4,2376.3,10304.3,13766.6,16630.2,11120.6,4327.8,10940.9,1787.2,3898.3,5055.6,2564.0,15589.8,3126.5,36158.2,16643.3,1668.4,21077.7,6249.3,7038.7,22746.6,1895.3,7861.7,1657.3,11417.3,46247.3,5504.4,1200.1,14906.3,12432.8,2696.8,11219.2,1074.9,3345.3,123.8
198,7607.0,1257.8,10505.1,4728.5,63782.0,10048.5,6493.0,1726.4,2792.5,32674.8,16855.3,2442.2,2681.5,23193.3,11898.0,6052.7,5374.8,7351.8,7650.5,2384.3,10330.6,13869.9,16702.4,11192.5,4354.5,10964.7,1788.4,3907.0,5097.6,2576.0,15674.0,3135.9,36300.8,16685.4,1678.4,21155.8,6266.0,7054.2,22836.0,1899.7,7904.4,1665.9,11459.1,46445.0,5540.7,1206.8,14921.1,12483.8,2699.5,11267.3,1073.5,3352.0,123.3
199,7606.5,1252.7,10521.9,4731.7,63829.0,10066.5,6494.2,1726.0,2797.6,32740.8,16877.9,2456.0,2687.7,23192.5,11909.0,6056.0,5364.2,7354.1,7604.5,2385.2,10346.1,13872.9,16689.0,11214.9,4349.7,10980.9,1789.3,3905.8,5102.1,2577.7,15685.2,3138.5,36301.9,16701.1,1678.0,21138.8,6268.3,7078.5,22822.4,1897.9,7913.8,1661.4,11477.4,46496.6,5548.5,1204.4,14954.9,12509.7,2697.8,11292.3,1068.9,3353.9,123.5
200,7622.0,1245.7,10558.8,4742.8,63941.4,10087.9,6492.3,1722.6,2800.0,32831.7,16949.6,2450.3,2697.6,23229.4,11940.0,6061.1,5382.7,7347.0,7633.1,2380.9,10380.2,13878.2,16735.9,11226.9,4354.6,10990.0,1793.8,3920.1,5123.9,2587.9,15720.4,3137.3,36332.5,16754.0,1673.7,21187.1,6264.8,7097.2,22870.2,1900.8,7940.6,1662.9,11501.1,46583.3,5563.1,1207.2,14978.1,12551.4,2704.3,11281.6,1063.9,3364.7,122.4
201,7614.1,1247.9,10561.6,4742.3,64055.5,10092.1,6491.8,1722.5,2802.2,32882.3,16941.1,2441.6,2696.2,23281.0,11931.4,6058.6,5380.8,7347.4,7614.5,2383.4,10380.8,13863.8,16735.7,11225.0,4351.5,10998.2,1794.1,3912.2,5123.3,2587.1,15711.5,3135.6,36337.4,16746.8,1667.7,21189.7,6254.2,7109.9,22872.1,1902.4,7914.3,1660.1,11505.1,46597.3,5567.4,1203.1,14994.6,12547.4,2699.3,11283.7,1064.6,3371.7,123.7
202,7617.2,1246.0,10566.1,4745.0,64174.7,10109.7,6488.7,1728.1,2807.0,32951.5,16995.3,2450.7,2707.2,23279.5,11943.9,6052.6,5377.3,7340.4,7617.6,2390.3,10398.4,13886.3,16784.4,11239.6,4353.9,10993.0,1798.1,3906.4,5133.7,2588.8,15727.8,3133.2,36381.8,16801.5,1664.2,21216.5,6261.9,7126.9,22877.4,1900.9,7949.7,1663.3,11518.6,46671.0,5577.3,1205.0,15014.3,12595.5,2731.0,11311.9,1065.4,3357.2,124.3
203,7634.6,1247.5,10586.3,4745.5,64258.8,10114.7,6493.5,1726.8,2813.0,33022.0,17023.5,2437.4,2706.1,23277.3,11955.7,6045.1,5373.0,7353.6,7612.0,2391.9,10410.3,13905.4,16784.2,11239.9,4355.4,10998.5,1797.6,3895.8,5146.6,2587.2,15761.0,3137.8,36473.0,16834.3,1657.4,21215.6,6258.6,7129.0,22901.6,1902.5,7967.1,1658.7,11543.6,46754.9,5584.3,1204.6,15025.4,12610.7,2707.9,11288.3,1063.9,3349.6,124.4
204,7649.7,1244.1,10607.5,4749.4,64241.7,10130.4,6513.3,1735.4,2809.7,33106.6,17010.9,2455.5,2723.3,23276.5,11964.2,6038.0,5363.1,7361.4,7632.7,2395.6,10415.4,13922.6,16812.9,11286.4,4358.1,11018.3,1799.8,3909.7,5167.6,2595.6,15768.0,3143.3,36524.0,16838.1,1656.2,21271.5,6250.0,7097.3,22948.2,1906.1,7976.4,1659.5,11544.2,46865.1,5605.6,1206.7,15027.8,12628.3,2712.7,11303.8,1065.1,3337.9,124.7
205,7656.6,1243.1,10631.6,4760.3,64382.4,10160.2,6499.3,1733.7,2806.8,33132.9,17028.8,2456.7,2725.1,23292.9,11971.4,6047.9,5377.8,7362.6,7650.7,2391.4,10429.5,13928.1,16811.6,11300.0,4362.2,11062.3,1802.1,3920.8,5179.0,2592.5,15781.9,3140.8,36569.3,16867.3,1659.4,21272.3,6259.1,7160.8,22953.1,1906.8,7993.4,1661.1,11573.6,46889.8,5611.2,1200.9,15058.1,12663.9,2717.2,11316.9,1064.7,3327.8,124.0
206,7666.7,1242.7,10657.3,4768.4,64558.0,10197.1,6501.4,1733.0,2817.8,33203.5,17074.0,2460.8,2739.0,23323.8,11994.9,6053.7,5386.4,7376.3,7637.4,2398.5,10429.0,13948.8,16831.5,11336.4,4364.2,11060.5,1806.8,3920.9,5211.4,2596.3,15790.1,3149.3,36568.7,16889.5,1661.6,21295.3,6275.9,7178.2,22945.1,1906.4,8012.8,1661.8,11575.1,47041.2,5637.8,1205.9,15069.9,12695.6,2719.2,11329.2,1067.2,3326.0,124.7
207,7652.9,1239.5,10705.1,4776.0,64684.8,10214.3,6496.1,1729.8,2814.4,33252.1,17082.0,2467.6,2737.9,23327.9,12009.8,6053.7,5347.4,7371.3,7630.4,2395.9,10425.8,13978.3,16852.5,11320.0,4361.9,11048.2,1811.6,3917.4,5199.5,2603.3,15803.7,3153.4,36570.5,16877.5,1666.5,21311.8,6293.1,7206.8,22981.3,1911.8,8008.3,1667.1,11593.9,47089.4,5640.8,1207.3,15073.4,12724.5,2709.2,11342.8,1067.0,3316.4,124.8
208,7665.2,1240.0,10713.4,4774.5,64866.3,10224.8,6500.1,1725.9,2816.9,33326.6,17098.6,2467.3,2744.5,23325.4,12020.2,6037.1,5346.3,7359.8,7646.2,2394.1,10431.5,13978.9,16866.5,11308.7,4357.1,11042.8,1810.7,3909.0,5222.9,2600.5,15843.3,3150.5,36651.8,16893.8,1657.2,21301.5,6296.7,7217.6,23026.5,1911.2,8019.7,1661.8,11591.3,47176.9,5654.8,1209.1,15076.2,12745.8,2710.9,11343.2,1068.9,3314.7,124.3
209,7682.3,1243.1,10760.1,4785.3,65020.2,10256.2,6508.4,1735.6,2822.0,33398.8,17159.3,2471.2,2758.4,23370.1,12054.4,6051.4,5354.3,7375.6,7647.1,2402.9,10453.9,14024.5,16882.4,11340.0,4366.8,11062.2,1812.5,3916.9,5236.7,2606.6,15883.8,3160.9,36730.0,16936.6,1655.6,21329.3,6324.7,7241.6,23031.6,1914.6,8046.0,1662.2,11618.4,47281.9,5676.7,1215.1,15110.3,12790.4,2710.4,11348.4,1068.2,3314.0,124.2
210,7680.0,1242.2,10762.3,4782.9,65089.6,10265.5,6502.2,1735.5,2819.9,33425.2,17157.8,2468.3,2754.7,23353.3,12025.1,6045.5,5367.2,7366.3,7640.9,2403.5,10450.2,14035.5,16840.2,11334.1,4366.8,11051.2,1807.8,3908.5,5251.7,2607.5,15869.2,3152.5,36756.8,16970.0,1653.2,21306.1,6326.6,7247.0,23055.2,1915.6,8063.8,1659.7,11636.5,47232.6,5690.1,1209.7,15114.1,12799.6,2711.4,11357.5,1067.3,3285.8,123.0
211,7690.2,1241.7,10795.5,4788.9,65175.6,10286.4,6507.0,1736.3,2824.5,33476.9,17203.5,2465.7,2765.7,23401.9,12036.3,6050.4,5360.6,7364.7,7648.6,2406.4,10460.1,14045.0,16883.8,11332.5,4368.9,11057.0,1811.3,3913.1,5258.9,2610.0,15891.6,3158.1,36792.1,16999.1,1653.1,21330.2,6331.0,7257.1,23071.3,1919.1,8050.5,1662.1,11642.8,47306.7,5705.1,1214.1,15124.8,12813.3,2711.5,11358.1,1070.2,3290.3,121.6
212,7693.4,1239.2,10820.3,4796.5,65296.6,10307.1,6504.6,1738.9,2827.3,32765.8,17180.4,2474.0,2774.6,23409.1,12052.1,6049.3,5376.5,7380.3,7632.8,2406.4,10469.0,14043.1,16894.3,11349.5,4369.4,11065.9,1809.7,3913.2,5277.4,2608.1,15914.7,3157.1,36823.8,17013.0,1650.5,21326.1,6339.8,7266.1,23114.8,1915.7,8042.8,1665.1,11655.2,47322.7,5718.9,1210.6,15141.6,12835.7,2717.0,11372.5,1069.6,3261.0,115.3
213,7711.5,1236.6,10845.0,4802.4,65435.9,10337.7,6501.8,1734.6,2834.4,33578.0,17273.7,2467.3,2777.6,23436.8,12063.6,6054.6,5379.2,7400.5,7635.0,2403.8,10482.3,14058.2,16895.0,11353.0,4371.6,11055.9,1814.7,3920.5,5292.9,2610.7,15925.9,3162.5,36868.7,17055.2,1650.5,21366.2,6333.0,7271.2,23121.9,1913.8,8089.7,1668.3,11676.8,47524.2,5740.2,1209.6,15168.8,12852.0,2721.9,11382.5,1067.4,3104.1,108.0
214,7704.6,1234.7,10856.1,4808.0,65548.1,10341.8,6503.4,1741.2,2832.1,33640.4,17286.8,2458.2,2785.9,23451.6,12066.7,6058.3,5389.0,7393.0,7638.2,2411.7,10488.5,14074.1,16918.1,11361.7,4373.3,11076.1,1812.5,3925.1,5297.4,2610.2,15934.6,3165.8,36936.7,17068.5,1651.7,21374.7,6335.6,7283.2,23157.0,1919.5,8101.6,1667.5,11691.5,47597.0,5756.8,1211.2,15162.0,12880.2,2720.5,11385.4,1067.2,3149.4,106.5
215,7704.2,1231.7,10885.4,4811.7,65708.0,10386.4,6498.7,1740.6,2837.4,33721.1,17301.5,2472.4,2795.2,23481.8,12087.8,6071.7,5391.2,7394.0,7652.8,2417.2,10477.4,14083.2,16935.9,11375.8,4370.4,11083.6,1814.5,3929.4,5322.1,2614.2,15951.8,3173.8,36969.3,17095.3,1658.0,21374.0,6351.7,7298.4,23195.8,1920.3,8117.9,1669.9,11701.5,47698.6,5777.2,1214.4,15202.8,12923.3,2719.2,11394.8,1069.8,3215.8,107.4
216,7718.9,1233.7,10919.6,4815.0,65889.5,10413.7,6505.2,1745.2,2844.3,33792.5,17306.8,2472.4,2809.9,23491.3,12094.1,6078.6,5394.2,7383.7,7655.1,2417.3,10497.8,14091.9,16967.6,11409.0,4359.4,11068.0,1822.7,3927.6,5325.6,2617.3,15929.9,3182.6,36949.0,17140.9,1659.1,21396.4,6374.1,7341.6,23205.1,1912.5,8207.4,1674.1,11713.5,47785.7,5797.2,1202.1,15235.3,12992.2,2732.4,11430.0,1074.6,3193.7,102.9
217,7734.2,1234.5,10960.1,4822.6,66075.3,10432.0,6511.6,1748.9,2846.9,33886.0,17350.8,2476.9,2820.9,23528.9,12109.6,6084.7,5405.4,7399.8,7654.6,2423.3,10526.6,14146.2,17016.5,11423.5,4359.5,11092.6,1823.9,3931.8,5355.4,2624.3,15979.2,3186.6,37078.1,17176.6,1662.3,21442.4,6376.0,7358.0,23243.9,1924.4,8227.9,1676.2,11742.7,47917.0,5824.2,1212.6,15259.7,13027.7,2737.7,11457.1,1072.0,3210.0,103.4
218,7745.8,1236.4,10991.7,4827.0,66074.7,10463.6,6504.1,1749.9,2849.9,33964.8,17398.5,2477.9,2825.8,23593.9,12138.0,6088.1,5403.1,7408.0,7704.1,2421.3,10533.3,14143.5,17057.7,11411.6,4370.9,11107.3,1826.7,3934.1,5365.4,2621.2,15969.2,3191.9,37112.5,17218.5,1664.3,21453.8,6397.4,7368.4,23258.0,1923.7,8231.8,1676.4,11768.8,48056.9,5832.2,1211.9,15279.5,13052.9,2739.5,11461.5,1072.4,3216.8,103.3
219,7751.8,1231.7,11000.7,4828.0,66137.2,10491.7,6493.9,1752.0,2853.5,34024.1,17402.9,2480.5,2833.1,23493.9,12125.1,6071.4,5397.7,7421.6,7700.4,2425.7,10523.9,14153.8,17016.1,11362.1,4376.0,11082.7,1825.7,3928.4,5374.4,2618.7,15978.3,3197.4,37104.8,17224.9,1656.9,21422.3,6383.9,7365.3,23277.0,1925.0,8265.2,1664.8,11769.2,48130.2,5831.8,1210.4,15282.5,13041.8,2746.1,11425.4,1075.0,3238.2,102.6
220,7756.8,1233.2,11027.8,4838.3,66185.1,10504.2,6505.8,1758.5,2852.5,34076.3,17433.8,2478.1,2841.4,23510.6,12147.9,6094.1,5404.7,7414.1,7701.1,2426.2,10532.0,14166.5,17045.5,11425.8,4376.9,11079.9,1831.4,3936.8,5391.9,2623.0,15992.6,3197.4,37164.1,17259.2,1665.2,21435.3,6406.4,7384.0,23298.2,1929.5,8270.2,1678.5,11797.8,48260.8,5850.5,1210.4,15292.3,13065.2,2779.5,11451.7,1077.0,3250.2,104.9
221,7788.3,1234.3,11056.3,4834.5,66338.6,10532.6,6519.6,1758.9,2858.9,34169.2,17477.4,2486.4,2854.7,23555.9,12181.5,6102.1,5412.6,7428.1,7709.6,2428.4,10548.0,14190.4,17089.0,11438.8,4376.6,11115.2,1834.7,3942.1,5403.5,2627.2,16011.3,3211.6,37277.7,17285.4,1669.9,21482.1,6421.0,7391.7,23328.5,1925.4,8294.3,1678.1,11821.0,48403.0,5866.7,1210.8,15317.5,13089.3,2770.8,11464.9,1076.4,3264.0,104.9
222,7793.2,1234.1,11092.6,4849.5,66386.3,10543.1,6518.2,1756.6,2854.7,34220.7,17508.9,2471.9,2860.0,23581.4,12175.7,6101.1,5420.1,7414.0,7705.9,2425.2,10571.0,14174.5,17070.2,11448.9,4370.3,11121.9,1831.8,3944.3,5429.7,2626.9,16017.4,3204.6,37281.0,17321.9,1669.9,21489.9,6422.6,7388.0,23337.8,1930.5,8289.1,1678.8,11825.4,48498.9,5881.0,1218.4,15333.9,13103.4,2780.3,11462.2,1077.4,3273.4,106.0
223,7795.7,1235.5,11128.0,4852.5,66506.2,10558.0,6526.6,1757.0,2860.2,34332.8,17539.8,2482.5,2867.5,23587.7,12185.4,6093.2,5422.4,7422.2,7714.1,2425.1,10573.2,14180.6,17087.9,11447.6,4377.3,11124.1,1833.8,3940.0,5451.2,2627.3,16019.7,3212.0,37330.6,17349.4,1667.9,21510.1,6435.0,7401.1,23353.5,1931.9,8302.1,1682.5,11850.9,48629.4,5901.9,1217.4,15336.3,13138.3,2783.6,11482.5,1079.9,3281.1,108.7
224,7810.4,1233.6,11153.8,4860.6,66632.1,10562.8,6528.3,1758.5,2859.8,34438.0,17584.9,2473.8,2867.3,23591.2,12189.6,6097.1,5428.3,7430.0,7720.9,2430.3,10567.1,14208.2,17079.7,11456.2,4382.5,11126.0,1838.7,3940.8,5464.8,2627.4,16031.0,3223.1,37343.4,17257.8,1671.8,21520.0,6443.3,7423.0,23379.7,1929.7,8278.4,1684.1,11878.4,48684.3,5917.4,1211.9,15337.2,13162.3,2785.7,11478.3,1079.5,3286.5,110.6
225,7829.9,1240.5,11182.7,4870.2,66762.1,10586.0,6528.9,1762.1,2864.6,34491.5,17594.2,2477.2,2878.8,23590.5,12203.4,6100.2,5425.4,7431.5,7735.6,2437.6,10576.7,14230.2,17121.1,11457.2,4387.4,11131.9,1840.3,3937.5,5488.5,2631.6,16066.0,3221.2,37405.3,17412.5,1672.2,21521.3,6447.2,7438.5,23424.0,1931.7,8321.2,1684.7,11889.1,48824.5,5931.5,1215.0,15372.9,13189.9,2788.0,11482.6,1084.6,3282.8,111.5
226,7839.6,1240.0,11217.4,4875.1,66850.0,10605.2,6527.9,1760.3,2861.9,34532.6,17618.2,2479.8,2886.4,23609.5,12195.9,6108.2,5431.7,7433.4,7736.9,2439.6,10592.3,14239.3,17116.6,11475.6,4392.4,11134.8,1845.3,3948.6,5497.6,2634.5,16091.6,3229.9,37441.4,17430.2,1676.6,21522.1,6451.1,7452.0,23430.9,1933.0,8334.6,1686.0,11914.9,48909.7,5948.7,1215.2,15394.7,13214.2,2776.5,11491.9,1089.5,3292.6,111.7
227,7842.6,1240.3,11234.8,4880.7,66958.7,10622.7,6529.0,1762.5,2861.4,34541.5,17624.1,2483.0,2893.2,23599.3,12203.0,6105.7,5428.8,7428.7,7720.7,2438.7,10582.4,14255.0,17124.2,11474.4,4385.4,11133.0,1847.6,3938.5,5504.6,2632.9,16079.2,3231.3,37453.0,17408.8,1680.0,21516.4,6460.2,7458.6,23440.2,1932.6,8340.9,1688.0,11909.6,48993.6,5958.5,1214.0,15386.7,13226.9,2764.5,11487.7,1092.3,3268.3,110.6
228,7868.8,1242.4,11284.0,4897.9,66998.6,10658.0,6510.2,1770.8,2863.1,34642.6,17735.7,2476.5,2905.0,23650.0,12299.4,6126.0,5438.0,7465.5,7734.0,2447.7,10621.9,14277.3,17115.4,11491.6,4401.5,11179.6,1852.1,3957.1,5514.8,2650.5,16128.1,3235.6,37551.5,17578.8,1683.3,21620.6,6467.1,7487.5,23507.9,1941.2,8354.2,1691.1,11991.7,49100.2,5977.0,1211.6,15443.8,13281.5,2761.4,11512.7,1096.7,3307.0,114.3
229,7870.8,1242.7,11295.8,4897.2,67078.7,10681.7,6508.2,1770.7,2868.7,34711.0,17754.0,2480.7,2908.5,23608.3,12296.4,6100.9,5432.9,7449.1,7730.5,2449.6,10617.3,14314.1,17122.1,11480.2,4396.2,11166.9,1847.2,3945.6,5529.2,2651.7,16122.7,3242.7,37575.1,17566.9,1681.5,21591.4,6475.3,7467.2,23486.1,1941.5,8350.8,1686.9,11998.2,49201.0,5990.0,1216.6,15447.1,13194.1,2755.3,11489.0,1099.6,3313.5,116.1
230,7868.7,1244.7,11311.4,4889.4,67122.5,10675.7,6504.8,1776.7,2870.0,34722.7,17757.0,2475.5,2909.6,23620.1,12281.3,6098.0,5428.7,7457.5,7713.3,2448.8,10623.5,14313.2,17128.9,11478.2,4390.9,11164.8,1842.0,3929.9,5532.3,2652.0,16143.5,3248.9,37633.4,17578.7,1685.0,21585.2,6475.2,7480.4,23513.3,1937.7,8357.2,1684.2,12003.2,49220.6,5998.7,1223.7,15468.3,13287.0,2751.6,11493.3,1098.2,3323.6,117.0
231,7873.3,1245.0,11317.4,4892.4,67197.5,10690.9,6510.9,1773.3,2870.4,34768.6,17746.8,2460.6,2922.6,23637.2,12247.6,6105.1,5456.4,7452.1,7716.7,2444.3,10616.0,14302.5,17116.2,11474.9,4386.9,11181.5,1850.3,3942.8,5547.3,2649.2,16155.0,3247.0,37708.4,17596.8,1688.2,21594.4,6477.5,7488.6,23528.7,1939.8,8375.6,1680.5,12018.8,49316.0,6031.7,1215.7,15469.9,13333.4,2751.8,11501.0,1097.0,3316.5,116.7
232,7879.2,1240.7,11346.4,4881.7,67257.9,10714.9,6500.1,1771.2,2870.3,34794.3,17763.7,2463.0,2930.7,23636.2,12266.3,6102.8,5447.7,7455.4,7702.6,2444.1,10616.0,14308.0,17108.6,11513.1,4394.0,11173.2,1853.8,3947.0,5556.9,2646.1,16129.9,3242.5,37680.9,17612.2,1688.1,21580.3,6471.0,7498.1,23515.1,1939.2,8385.7,1685.1,12030.3,49401.6,6044.6,1210.8,15471.4,13351.1,2749.4,11489.6,1099.3,3316.5,117.9
233,7878.7,1246.0,11361.8,4876.4,67355.2,10732.9,6490.0,1770.2,2879.4,34837.3,17791.8,2460.0,2936.2,23640.6,12236.0,6091.9,5443.3,7461.4,7674.4,2445.3,10612.9,14326.7,17113.2,11507.0,4394.5,11168.0,1851.8,3943.7,5553.4,2650.1,16147.3,3256.5,37693.8,17639.6,1688.5,21577.6,6462.9,7501.9,23505.9,1937.0,8397.3,1686.1,12046.5,49463.7,6046.2,1213.5,15499.1,13387.2,2746.4,11515.7,1099.3,3328.9,117.8
234,7906.9,1247.1,11407.3,4878.0,67466.1,10775.2,6505.5,1775.7,2878.5,34942.9,17773.4,2464.0,2942.8,23650.0,12208.5,6103.0,5443.5,7468.7,7652.7,2444.3,10620.1,14349.0,17123.5,11518.9,4396.0,11186.8,1858.4,3950.0,5568.8,2650.6,16161.9,3265.5,37685.9,17648.9,1686.3,21607.4,6470.7,7512.9,23559.7,1936.4,8425.3,1691.0,12068.8,49608.6,6056.1,1214.5,15505.9,13418.5,2736.7,11491.8,1098.9,3344.2,118.8
235,7908.1,1244.1,11482.5,4876.9,67588.6,10798.2,6500.3,1780.3,2879.6,35013.7,17854.7,2458.4,2955.1,23642.7,12231.9,6100.5,5456.3,7474.8,7676.5,2455.4,10616.0,14354.0,17157.3,11524.5,4395.3,11200.8,1862.5,3952.0,5581.8,2655.6,16172.3,3273.1,37711.6,17668.2,1689.5,21604.6,6462.4,7529.4,23597.6,1939.2,8440.9,1689.3,12085.1,49693.3,6079.8,1211.3,15518.1,13442.0,2737.3,11477.0,1102.0,3336.1,120.4
236,7902.7,1249.7,11465.0,4874.4,67590.5,10806.5,6509.9,1776.2,2880.5,35022.9,17852.7,2467.3,2957.0,23610.4,12234.8,6097.9,5443.8,7475.4,7679.9,2456.8,10607.1,14342.9,17144.6,11505.4,4391.6,11198.0,1861.6,3949.3,5587.8,2654.4,16174.7,3278.8,37751.5,17671.7,1685.3,21593.6,6477.7,7523.2,23563.8,1937.3,8451.3,1691.3,12096.2,49748.0,6084.5,1209.7,15525.9,13440.9,2724.4,11457.0,1097.7,3349.4,121.3
237,7905.9,1247.8,11489.7,4892.6,67705.6,10804.8,6519.3,1775.7,2885.8,35098.5,17868.1,2469.7,2949.0,23605.7,12215.8,6109.8,5438.1,7483.3,7662.3,2458.6,10608.0,14338.2,17057.2,11518.3,4402.6,11191.8,1858.4,3964.0,5579.6,2648.9,16223.0,3274.8,37696.2,17675.0,1684.5,21533.2,6485.8,7532.1,23602.7,1944.5,8464.3,1696.4,12114.7,49912.1,6115.2,1212.4,15521.9,13443.9,2730.2,11455.5,1095.7,3340.0,120.9
238,7918.1,1244.4,11540.7,4893.4,67798.2,10842.0,6529.0,1777.1,2895.6,35121.2,17901.3,2475.1,2956.0,23555.3,12225.5,6100.5,5442.6,7463.1,7681.6,2450.8,10651.8,14370.1,17167.1,11499.7,4399.6,11193.3,1866.1,3967.2,5600.5,2639.1,16256.9,3283.1,37773.8,17705.3,1687.5,21560.2,6477.9,7556.9,23648.3,1946.1,8485.2,1696.5,12141.5,50045.8,6134.5,1209.6,15611.2,13496.5,2719.9,11464.4,1093.1,3334.9,122.1
239,7944.0,1244.2,11566.5,4909.1,67899.3,10862.6,6533.5,1773.8,2889.4,35222.7,17906.0,2482.9,2973.4,23604.2,12235.9,6100.4,5462.7,7441.0,7665.4,2457.7,10684.3,14360.4,17193.5,11490.3,4392.7,11170.0,1868.7,3978.3,5590.6,2653.5,16281.5,3277.5,37737.5,17709.4,1691.4,21599.5,6478.1,7559.3,23609.9,1948.1,8492.0,1699.1,12148.5,50139.0,6148.4,1208.2,15620.0,13544.6,2707.0,11516.3,1091.8,3335.0,122.6
240,7932.8,1241.5,11580.4,4907.7,68010.4,10864.3,6546.0,1787.2,2892.4,35372.2,17951.9,2482.4,2973.3,23668.2,12288.2,6097.7,5483.4,7485.9,7687.0,2461.8,10737.2,14401.8,17206.5,11520.5,4401.7,11219.0,1877.6,3993.2,5609.0,2675.5,16340.7,3297.8,37860.6,17766.6,1695.3,21621.2,6461.7,7555.2,23677.7,1953.3,8512.9,1703.2,12182.6,50250.8,6151.8,1204.6,15650.3,13569.4,2716.3,11540.8,1089.6,3344.3,123.1
241,7940.9,1245.7,11598.2,4909.1,68101.8,10855.9,6556.5,1798.3,2897.3,35385.1,17954.7,2477.3,2984.9,23622.0,12302.3,6082.2,5491.4,7489.2,7713.9,2454.7,10740.8,14416.2,17245.9,11492.0,4410.3,11226.5,1878.9,3992.9,5596.1,2671.0,16352.8,3301.2,37888.2,17779.8,1695.6,21630.3,6456.7,7565.4,23730.2,1960.2,8522.1,1704.5,12200.4,50412.4,6162.9,1203.3,15666.7,13589.0,2703.2,11544.0,1091.7,3345.3,123.4
242,7906.6,1229.0,11508.6,4873.2,67267.4,10789.3,6470.2,1771.2,2886.1,35008.1,17823.2,2462.6,2968.3,23376.4,12172.2,6047.0,5446.0,7409.4,7573.3,2426.5,10622.1,14243.5,17088.3,11384.9,4378.6,11088.0,1875.3,3963.2,5513.7,2635.4,16074.1,3284.5,37393.9,17602.8,1687.8,21389.6,6400.0,7514.8,23448.4,1921.1,8443.3,1691.7,12160.7,50046.7,6143.8,1185.2,15535.8,13492.1,2694.6,11442.0,1083.8,3339.0,122.6
